country,year,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,longitude,latitude
Malaysia,1943,0.034,1.319,0.192,0.119,0.246,0.035,112.5,2.5
Mexico,1943,0.287,1.996,2.79,1.344,15.43,0.201,-102,23
Moldova,1943,0.014,0.92,1.273,0.034,0.912,0.348,28.37,47.412
Montenegro,1943,0.15,0.107,0.034,1.102,0.006,0.534,19.3,42.5
Netherlands,1943,0.178,34.749,0.093,0.197,2.024,1.132,5.55,52.317
New Zealand,1943,0.113,5.258,0.226,14.377,0.004,0.718,173,-42
Nigeria,1943,0.043,1.363,1.141,0.909,0.779,0.594,10,8
North Korea,1943,0.654,16.561,9.998,23.341,0.346,0.495,127,40
North Macedonia,1943,0.041,0.788,2.368,7.363,0.001,0.424,21.7,41.6
Norway,1943,0.153,4.811,0.151,0.91,0.48,0.352,8,61
Oceania,1943,0.309,40.051,0.844,4.06,0.004,1.504,133.775,-25.274
Peru,1943,0.102,0.495,1.621,0.825,5.979,5.152,-76,-10
Poland,1943,0.349,196.339,3.283,0.281,1.447,5.442,20,52
Portugal,1943,0.123,2.551,2.562,18.489,0.267,2.594,-9.183,38.7
Romania,1943,0.225,3.188,1.282,2.517,16.177,1.481,25,46
Russia,1943,1.163,94.468,8.468,3.678,53.95,18.944,90,60
Serbia,1943,0.163,3.145,0.086,0.001,0.001,7.815,21,44
Slovakia,1943,0.066,22.012,0.028,0.002,0.039,1.969,19.5,48.667
Slovenia,1943,0.046,0.883,0.018,0.001,0.001,0.618,14.817,46.117
South Africa,1943,0.454,48.31,0.095,3.086,4.361,1.064,25,-30
South Korea,1943,0.036,0.92,0.072,5.01,8.568,1.671,128,36
Spain,1943,0.84,22.666,0.121,0.344,2.031,2.675,-4,40
Sweden,1943,0.458,14.927,0.165,0.085,0.451,0.955,16,63
Switzerland,1943,0.182,5.771,0.439,0.439,0.22,0.411,8.333,46.833
Taiwan,1943,0.153,6.163,1.451,0.099,0.011,0.57,121,24
Tajikistan,1943,0.009,0.314,0.341,0.017,0.367,0.928,71,39
Trinidad and Tobago,1943,0.087,2.135,1.752,0.751,9.523,2.195,-61.1,10.6
Tunisia,1943,0.012,0.039,0.823,8.573,1.676,2.481,9,34
Turkey,1943,0.084,6.035,0.256,5.548,1.225,2.839,35,39
Turkmenistan,1943,0.066,0.329,0.258,0.415,2.444,6.987,60,40
Ukraine,1943,0.298,34.656,3.313,0.707,10.094,8.091,32,49
United Kingdom,1943,3.5,449.445,0.665,0.004,1.876,3.272,-3,55
United States,1943,11.885,1470.803,37.833,171.952,612.936,13.17,-100,40
Uzbekistan,1943,0.243,3.332,13.881,0.715,4.117,27.588,63,42
Venezuela,1943,0.055,0.029,26.342,0.689,9.559,27.588,-65,7
Vietnam,1943,0.062,2.708,16.934,15.198,6.795,27.588,108,16
Zimbabwe,1943,0.08,4.719,0.572,1.249,0.789,27.588,30,-20
Argentina,1944,0.534,1.649,3.925,1.132,10.637,1.379,-58.382,-34.604
Armenia,1944,0.012,0.269,0.737,0.082,1.502,1.379,45.038,40.069
Australia,1944,0.218,33.991,0.373,0.561,8.6,1.379,151.21,-33.865
Austria,1944,0.319,5.668,8.779,0.077,3.723,2.517,14.55,47.516
Azerbaijan,1944,0.038,0.144,0.185,0.531,4.927,1.384,48.5,41.4
Belarus,1944,0.05,1.955,0.311,0.212,9.135,3.414,27.953,53.71
Belgium,1944,0.298,32.84,0.043,4.414,5.431,1.828,4.47,50.504
Bosnia and Herzegovina,1944,0.028,0.932,0.051,0,0.014,1.593,18.294,44.409
Brazil,1944,0.4,5.408,0.008,0.007,0.081,1.433,-46.625,-23.534
Bulgaria,1944,0.062,4.327,0.467,2.04,0.731,1.179,25.486,42.734
Canada,1944,0.563,109.809,1.255,2.385,27.649,2.857,-123.116,49.246
Chile,1944,0.178,5.961,0.624,4.846,0.115,1.606,-70.674,-33.447
China,1944,0.49,96.664,0.497,1.419,0.616,1.354,104.195,35.862
Croatia,1944,0.081,0.833,0.04,0.007,0.015,0.311,15.967,45.815
Czechia,1944,0.177,65.976,0.421,0.002,0.067,1.385,14.419,50.074
Denmark,1944,0.32,19.961,0.054,0.018,4.637,0.955,12.568,55.676
Egypt,1944,0.211,0.722,1.31,0.5,4.148,0.27,30.802,26.821
Estonia,1944,0.012,2.706,0.5,0.007,0.486,0.16,24.754,59.437
Finland,1944,0.087,2.484,0.097,0.559,0.154,1.002,24.946,60.192
France,1944,0.734,78.959,3.362,0.114,0.18,2.786,2.349,48.865
Georgia,1944,0.01,0.806,0.37,0.075,1.893,8.09,44.783,41.717
Germany,1944,3.418,597.928,0.766,0.132,2.213,10.142,13.405,52.52
Greece,1944,0.022,0.11,0.562,1.303,0.391,3.217,21.824,39.074
Hungary,1944,0.076,13.084,0.311,0.143,2.554,1.305,19.04,47.498
Indonesia,1944,0.044,1.93,2.841,0.861,8.772,0.189,106.774,-6.121
Iran,1944,0.018,0.264,11.509,19.268,41.378,0.316,53.688,32.428
Ireland,1944,0.109,6.247,20.455,14.815,26.016,0.537,-8.244,53.413
Italy,1944,0.668,2.804,3.019,0.084,0.022,3.798,12.496,41.903
Japan,1944,1.465,136.484,0.456,0.081,0.703,9.318,138.253,36.205
Kazakhstan,1944,0.051,18.685,0.927,0.061,3.619,4.47,66.924,48.02
Kyrgyzstan,1944,0.011,1.428,0.698,0.011,0.626,1.735,74.766,41.204
Latvia,1944,0.008,0.583,0.111,0.033,1.053,0.785,25,57
Lithuania,1944,0.034,0.732,2.212,0.082,2.317,0.429,23.904,54.899
Malaysia,1944,0.033,1.103,0.193,0.118,0.204,0.035,112.5,2.5
Mexico,1944,0.302,1.711,2.774,1.341,16.77,0.202,-102,23
Moldova,1944,0.01,1.398,1.232,0.035,1.259,0.349,28.37,47.412
Montenegro,1944,0.149,0.092,0.033,1.096,0.001,0.535,19.3,42.5
Netherlands,1944,0.105,23.23,0.092,0.159,1.414,1.133,5.55,52.317
New Zealand,1944,0.113,5.357,0.218,13.852,0.004,0.713,173,-42
Nigeria,1944,0.044,1.656,1.141,0.866,0.743,0.593,10,8
North Korea,1944,0.468,17.72,9.934,23.208,0.355,0.495,127,40
North Macedonia,1944,0.023,0.674,2.305,7.23,0.01,0.423,21.7,41.6
Norway,1944,0.16,4.225,0.153,0.919,0.494,0.351,8,61
Oceania,1944,0.331,39.348,0.813,3.846,0.004,1.53,133.775,-25.274
Peru,1944,0.124,0.458,1.62,0.725,5.873,5.153,-76,-10
Poland,1944,0.249,187.802,3.304,0.236,1.238,5.443,20,52
Portugal,1944,0.12,2.788,2.51,18.112,0.337,2.55,-9.183,38.7
Romania,1944,0.16,2.422,1.28,1.66,10.815,1.486,25,46
Russia,1944,0.858,141.695,8.648,3.693,73.54,19.345,90,60
Serbia,1944,0.092,2.694,0.086,0.001,0.04,7.801,21,44
Slovakia,1944,0.101,21.052,0.028,0.002,0.035,1.955,19.5,48.667
Slovenia,1944,0.03,0.75,0.018,0.001,0.011,0.611,14.817,46.117
South Africa,1944,0.552,54.015,0.095,3.094,4.445,1.069,25,-30
South Korea,1944,0.026,0.984,0.072,4.897,7.415,1.677,128,36
Spain,1944,0.912,24.498,0.122,0.381,1.948,2.68,-4,40
Sweden,1944,0.523,11.498,0.168,0.086,0.421,0.947,16,63
Switzerland,1944,0.211,4.06,0.43,0.405,0.18,0.408,8.333,46.833
Taiwan,1944,0.12,4.386,1.442,0.114,0.011,0.573,121,24
Tajikistan,1944,0.006,0.479,0.332,0.017,0.509,0.931,71,39
Trinidad and Tobago,1944,0.08,1.838,1.758,0.685,10.087,2.198,-61.1,10.6
Tunisia,1944,0.029,0.062,0.796,7.349,1.534,2.484,9,34
Turkey,1944,0.142,6.881,0.255,5.39,0.92,2.842,35,39
Turkmenistan,1944,0.05,0.519,0.26,0.426,3.503,6.992,60,40
Ukraine,1944,0.218,51.313,3.329,0.707,13.583,8.095,32,49
United Kingdom,1944,2.29,437.551,0.648,0.004,2.18,3.276,-3,55
United States,1944,7.892,1545.85,38.588,186.574,700.12,13.405,-100,40
Uzbekistan,1944,0.181,5.089,13.443,0.722,5.714,27.588,63,42
Venezuela,1944,0.058,0.026,26.553,1.129,13.912,27.588,-65,7
Vietnam,1944,0.033,1.425,16.563,14.799,5.877,27.588,108,16
Zimbabwe,1944,0.057,4.796,0.572,1.249,0.716,27.588,30,-20
Argentina,1945,0.538,2.045,3.853,1.041,10.043,1.379,-58.382,-34.604
Armenia,1945,0.008,0.548,0.713,0.084,1.235,1.379,45.038,40.069
Australia,1945,0.349,32.346,0.375,0.53,8.839,1.379,151.21,-33.865
Austria,1945,0.256,3.116,8.59,0.081,1.366,2.487,14.55,47.516
Azerbaijan,1945,0.027,0.323,0.186,0.549,4.47,1.389,48.5,41.4
Belarus,1945,0.036,3.982,0.317,0.218,7.507,3.419,27.953,53.71
Belgium,1945,0.32,38.435,0.044,3.68,5.762,1.847,4.47,50.504
Bosnia and Herzegovina,1945,0.001,0.778,0.05,0,0.003,1.592,18.294,44.409
Brazil,1945,0.382,6.375,0.008,0.004,0.062,1.432,-46.625,-23.534
Bulgaria,1945,0.12,5.089,0.46,1.948,0.7,1.178,25.486,42.734
Canada,1945,0.665,100.397,1.257,2.565,26.894,2.862,-123.116,49.246
Chile,1945,0.204,5.437,0.561,3.878,0.096,1.603,-70.674,-33.447
China,1945,0.018,49.79,0.508,1.185,0.539,1.352,104.195,35.862
Croatia,1945,0.101,0.622,0.039,0.007,0.116,0.309,15.967,45.815
Czechia,1945,0.238,35.02,0.422,0.002,0.027,1.416,14.419,50.074
Denmark,1945,0.109,13.934,0.053,0.018,4.691,0.952,12.568,55.676
Egypt,1945,0.214,0.686,1.313,0.48,4.14,0.269,30.802,26.821
Estonia,1945,0.009,3.14,0.488,0.007,0.227,0.16,24.754,59.437
Finland,1945,0.137,0.426,0.098,0.57,0.077,1.005,24.946,60.192
France,1945,0.778,105.333,3.434,0.147,0.909,2.833,2.349,48.865
Georgia,1945,0.007,1.425,0.36,0.076,1.35,8.107,44.783,41.717
Germany,1945,2.35,114.258,0.779,0.136,1.671,10.159,13.405,52.52
Greece,1945,0.025,0.04,0.549,1.275,0.415,3.17,21.824,39.074
Hungary,1945,0.018,6.034,0.312,0.139,2.009,1.306,19.04,47.498
Indonesia,1945,0.031,0.813,2.869,0.59,2.993,0.19,106.774,-6.121
Iran,1945,0.011,0.399,11.521,17.569,52.487,0.317,53.688,32.428
Ireland,1945,0.094,6.738,20.01,14.38,21.844,0.538,-8.244,53.413
Italy,1945,0.564,3.696,3.042,0.07,0.022,3.822,12.496,41.903
Japan,1945,0.578,75.306,0.44,0.073,0.678,9.372,138.253,36.205
Kazakhstan,1945,0.032,21.816,0.931,0.061,1.705,4.435,66.924,48.02
Kyrgyzstan,1945,0.007,1.832,0.68,0.011,0.324,1.729,74.766,41.204
Latvia,1945,0.005,0.978,0.11,0.034,0.714,0.78,25,57
Lithuania,1945,0.024,1.371,2.142,0.084,1.751,0.43,23.904,54.899
Malaysia,1945,0.031,0.612,0.193,0.117,0.161,0.035,112.5,2.5
Mexico,1945,0.367,1.733,2.758,1.4,19.115,0.203,-102,23
Moldova,1945,0.007,2.032,1.192,0.035,0.739,0.35,28.37,47.412
Montenegro,1945,0.148,0.077,0.032,1.089,0.001,0.536,19.3,42.5
Netherlands,1945,0.113,14.539,0.092,0.122,0.804,1.134,5.55,52.317
New Zealand,1945,0.116,5.503,0.211,13.328,0.004,0.708,173,-42
Nigeria,1945,0.045,1.381,1.141,0.824,0.707,0.593,10,8
North Korea,1945,0.065,13.641,9.87,23.075,0.364,0.494,127,40
North Macedonia,1945,0.005,0.559,2.241,7.097,0.008,0.422,21.7,41.6
Norway,1945,0.069,3.415,0.155,0.929,0.528,0.351,8,61
Oceania,1945,0.465,37.849,0.782,3.633,0.004,1.556,133.775,-25.274
Peru,1945,0.131,0.535,1.62,0.625,5.603,5.154,-76,-10
Philippines,1945,0.015,0.094,0.897,9.238,6.863,5.293,122,13
Poland,1945,0.149,58.807,3.324,0.191,0.311,5.444,20,52
Portugal,1945,0.131,2.634,2.459,17.735,0.572,2.506,-9.183,38.7
Romania,1945,0.124,2.22,1.278,2.327,14.235,1.49,25,46
Russia,1945,0.552,184.869,8.828,3.707,38.722,19.745,90,60
Serbia,1945,0.021,2.242,0.086,0.001,0.011,7.787,21,44
Slovakia,1945,0.135,11.174,0.028,0.002,0.014,1.941,19.5,48.667
Slovenia,1945,0.013,0.617,0.018,0.001,0.017,0.603,14.817,46.117
South Africa,1945,0.52,55.348,0.095,3.102,4.528,1.075,25,-30
South Korea,1945,0.004,0.734,0.072,4.784,6.262,1.682,128,36
Spain,1945,0.952,25.087,0.122,0.363,1.865,2.685,-4,40
Sweden,1945,0.6,3.348,0.172,0.088,0.601,0.939,16,63
Switzerland,1945,0.204,1.326,0.421,0.371,0.092,0.404,8.333,46.833
Taiwan,1945,0.111,2.11,1.433,0.07,0.007,0.576,121,24
Tajikistan,1945,0.004,0.717,0.323,0.017,0.307,0.934,71,39
Trinidad and Tobago,1945,0.073,1.54,1.764,0.751,10.27,2.201,-61.1,10.6
Tunisia,1945,0.029,0.066,0.769,6.125,1.391,2.487,9,34
Turkey,1945,0.142,6.947,0.254,5.233,0.614,2.845,35,39
Turkmenistan,1945,0.035,1.017,0.262,0.437,2.77,6.996,60,40
Ukraine,1945,0.138,61.317,3.344,0.707,6.55,8.099,32,49
United Kingdom,1945,2.035,412.929,0.631,0.004,2.656,3.28,-3,55
United States,1945,8.937,1421.423,39.344,197.676,727.377,13.639,-100,40
Uzbekistan,1945,0.118,7.289,13.004,0.73,3.303,27.588,63,42
Venezuela,1945,0.058,0.018,26.764,1.3,14.378,27.588,-65,7
Vietnam,1945,0.004,0.612,16.191,14.399,4.959,27.588,108,16
Zimbabwe,1945,0.033,4.43,0.572,1.249,0.643,27.588,30,-20
Argentina,1946,0.563,3.041,3.781,0.967,9.131,1.379,-58.382,-34.604
Armenia,1946,0.015,0.602,0.689,0.094,1.395,1.379,45.038,40.069
Australia,1946,0.363,35.057,0.377,0.499,9.079,1.379,151.21,-33.865
Austria,1946,0.193,9.896,8.402,0.081,2.591,2.456,14.55,47.516
Azerbaijan,1946,0.05,0.353,0.188,0.615,5.017,1.393,48.5,41.4
Belarus,1946,0.067,4.389,0.323,0.246,8.495,3.423,27.953,53.71
Belgium,1946,0.934,55.477,0.045,2.945,6.092,1.865,4.47,50.504
Bosnia and Herzegovina,1946,0.006,1.537,0.05,0.001,0.003,1.591,18.294,44.409
Brazil,1946,0.407,6.892,0.007,0.018,0.143,1.431,-46.625,-23.534
Bulgaria,1946,0.133,4.976,0.452,1.857,0.669,1.177,25.486,42.734
Canada,1946,0.909,105.733,1.259,2.535,29.245,2.867,-123.116,49.246
Chile,1946,0.287,5.144,0.497,2.91,0.078,1.601,-70.674,-33.447
China,1946,0.086,30.957,0.519,0.951,0.216,1.35,104.195,35.862
Croatia,1946,0.417,1.12,0.039,0.018,0.106,0.307,15.967,45.815
Czechia,1946,0.3,43.257,0.423,0.002,0.059,1.446,14.419,50.074
Denmark,1946,0.247,17.397,0.053,0.018,4.745,0.949,12.568,55.676
Egypt,1946,0.291,0.651,1.316,0.46,3.931,0.269,30.802,26.821
Estonia,1946,0.017,3.519,0.475,0.008,0.262,0.159,24.754,59.437
Finland,1946,0.164,2.66,0.098,0.58,0.458,1.008,24.946,60.192
France,1946,1.047,156.79,3.507,0.187,7.222,2.88,2.349,48.865
Georgia,1946,0.014,1.578,0.35,0.086,1.535,8.124,44.783,41.717
Germany,1946,1.283,268.241,0.793,0.165,1.993,10.177,13.405,52.52
Greece,1946,0.051,0.073,0.536,1.246,0.439,3.122,21.824,39.074
Hungary,1946,0.08,8.448,0.312,0.165,2.104,1.307,19.04,47.498
Indonesia,1946,0.017,0.418,2.897,0.319,0.927,0.191,106.774,-6.121
Iran,1946,0.022,0.399,11.533,15.87,59.811,0.318,53.688,32.428
Ireland,1946,0.149,8.046,19.566,13.945,17.673,0.539,-8.244,53.413
Italy,1946,0.999,19.928,3.064,0.11,1.129,3.845,12.496,41.903
Japan,1946,0.458,51.593,0.424,0.066,0.59,9.425,138.253,36.205
Kazakhstan,1946,0.061,24.446,0.936,0.07,1.962,4.4,66.924,48.02
Kyrgyzstan,1946,0.014,2.046,0.661,0.013,0.372,1.724,74.766,41.204
Latvia,1946,0.009,1.085,0.109,0.039,0.813,0.775,25,57
Lithuania,1946,0.045,1.51,2.072,0.095,1.981,0.431,23.904,54.899
Malaysia,1946,0.029,0.605,0.194,0.116,0.119,0.035,112.5,2.5
Mexico,1946,0.363,1.854,2.742,1.788,21.617,0.204,-102,23
Moldova,1946,0.012,2.264,1.151,0.04,0.845,0.351,28.37,47.412
Montenegro,1946,0.147,0.152,0.031,1.082,0.001,0.537,19.3,42.5
Netherlands,1946,0.2,30.708,0.091,0.085,0.194,1.135,5.55,52.317
New Zealand,1946,0.113,5.419,0.203,12.803,0.004,0.702,173,-42
Nigeria,1946,0.045,1.638,1.142,0.781,0.671,0.592,10,8
North Korea,1946,0.073,9.561,9.807,22.941,0.372,0.493,127,40
North Macedonia,1946,0.024,1.099,2.178,6.964,0.008,0.422,21.7,41.6
Norway,1946,0.214,5.089,0.157,0.938,1.77,0.35,8,61
Oceania,1946,0.476,40.476,0.752,3.419,0.004,1.582,133.775,-25.274
Peru,1946,0.127,0.612,1.62,0.525,5.027,5.155,-76,-10
Philippines,1946,0.029,0.084,0.917,9.05,6.145,5.294,122,13
Poland,1946,0.691,102.757,3.344,0.205,0.942,5.446,20,52
Portugal,1946,0.16,2.627,2.407,17.358,1.103,2.462,-9.183,38.7
Romania,1946,0.156,2.07,1.276,2.377,12.862,1.495,25,46
Russia,1946,1.041,206.383,9.007,4.241,44.384,20.146,90,60
Serbia,1946,0.093,4.391,0.086,0.004,0.011,7.773,21,44
Slovakia,1946,0.17,13.725,0.028,0.002,0.031,1.927,19.5,48.667
Slovenia,1946,0.056,1.203,0.018,0.002,0.017,0.596,14.817,46.117
South Africa,1946,0.581,55.462,0.095,3.109,4.612,1.08,25,-30
South Korea,1946,0.004,0.484,0.072,4.671,5.109,1.687,128,36
Spain,1946,1.061,25.021,0.123,0.385,1.619,2.691,-4,40
Sweden,1946,0.723,11.021,0.175,0.09,5.632,0.931,16,63
Switzerland,1946,0.342,4.214,0.412,0.337,1.209,0.401,8.333,46.833
Taiwan,1946,0.103,2.781,1.423,0.073,0.007,0.579,121,24
Tajikistan,1946,0.008,0.798,0.313,0.019,0.351,0.937,71,39
Trinidad and Tobago,1946,0.066,1.242,1.771,0.769,10.168,2.204,-61.1,10.6
Tunisia,1946,0.041,0.09,0.742,4.9,1.249,2.49,9,34
Turkey,1946,0.16,6.863,0.253,5.076,0.309,2.848,35,39
Turkmenistan,1946,0.065,1.114,0.263,0.491,3.117,7,60,40
Ukraine,1946,0.26,68.628,3.359,0.811,7.527,8.104,32,49
United Kingdom,1946,3.304,427.12,0.614,0.006,5.705,3.285,-3,55
United States,1946,14.415,1298.758,40.1,203.103,737.018,13.874,-100,40
Uzbekistan,1946,0.22,8.06,12.565,0.827,3.75,27.588,63,42
Venezuela,1946,0.062,0.011,26.974,1.594,78.384,27.588,-65,7
Vietnam,1946,0.018,0.696,15.82,14,4.04,27.588,108,16
Zimbabwe,1946,0.033,4.28,0.572,1.249,0.569,27.588,30,-20
Argentina,1947,0.673,3.254,3.709,0.997,9.591,1.379,-58.382,-34.604
Armenia,1947,0.022,0.718,0.665,0.115,1.683,1.379,45.038,40.069
Australia,1947,0.443,37.571,0.378,0.468,9.318,1.379,151.21,-33.865
Austria,1947,0.138,14.561,8.213,0.095,2.836,2.425,14.55,47.516
Azerbaijan,1947,0.071,0.42,0.189,0.745,6.032,1.398,48.5,41.4
Belarus,1947,0.093,5.239,0.329,0.3,10.259,3.428,27.953,53.71
Belgium,1947,1.29,74.317,0.046,2.211,6.423,1.883,4.47,50.504
Bosnia and Herzegovina,1947,0.013,2.134,0.049,0.001,0.005,1.59,18.294,44.409
Brazil,1947,0.451,8.427,0.007,0.004,0.066,1.43,-46.625,-23.534
Bulgaria,1947,0.147,5.91,0.445,1.766,0.637,1.176,25.486,42.734
Canada,1947,0.938,108.436,1.261,2.788,31.386,2.872,-123.116,49.246
Chile,1947,0.298,5.408,0.434,1.942,0.059,1.599,-70.674,-33.447
China,1947,0.174,33.218,0.53,0.717,0.161,1.348,104.195,35.862
Croatia,1947,0.776,1.352,0.038,0.032,0.146,0.305,15.967,45.815
Czechia,1947,0.459,48.959,0.424,0.01,0.082,1.476,14.419,50.074
Denmark,1947,0.313,21.141,0.053,0.019,4.799,0.946,12.568,55.676
Egypt,1947,0.32,0.615,1.319,0.44,4.093,0.269,30.802,26.821
Estonia,1947,0.023,4.232,0.462,0.009,0.318,0.159,24.754,59.437
Finland,1947,0.207,4.148,0.098,0.59,1.096,1.011,24.946,60.192
France,1947,1.904,167.954,3.58,0.495,13.271,2.927,2.349,48.865
Georgia,1947,0.019,1.887,0.341,0.105,1.857,8.142,44.783,41.717
Germany,1947,1.519,314.254,0.806,0.117,1.77,10.194,13.405,52.52
Greece,1947,0.091,0.077,0.524,1.217,0.462,3.074,21.824,39.074
Hungary,1947,0.102,11.805,0.312,0.183,1.748,1.308,19.04,47.498
Indonesia,1947,0.004,0.59,2.925,0.048,3.415,0.193,106.774,-6.121
Iran,1947,0.022,0.498,11.545,14.172,62.948,0.319,53.688,32.428
Ireland,1947,0.145,8.665,19.121,13.51,13.501,0.54,-8.244,53.413
Italy,1947,1.363,29.749,3.086,0.161,5.513,3.869,12.496,41.903
Japan,1947,0.611,68.795,0.408,0.07,0.557,9.479,138.253,36.205
Kazakhstan,1947,0.087,29.399,0.94,0.086,2.387,4.365,66.924,48.02
Kyrgyzstan,1947,0.02,2.456,0.642,0.016,0.452,1.719,74.766,41.204
Latvia,1947,0.013,1.298,0.108,0.047,0.984,0.77,25,57
Lithuania,1947,0.063,1.803,2.001,0.115,2.391,0.432,23.904,54.899
Malaysia,1947,0.027,0.609,0.195,0.115,0.077,0.035,112.5,2.5
Mexico,1947,0.494,1.971,2.726,2.184,24.703,0.205,-102,23
Moldova,1947,0.017,2.715,1.111,0.048,1.025,0.352,28.37,47.412
Montenegro,1947,0.146,0.211,0.03,1.075,0.001,0.538,19.3,42.5
Netherlands,1947,0.258,36.907,0.091,0.048,7.439,1.136,5.55,52.317
New Zealand,1947,0.109,5.342,0.195,12.278,0.004,0.697,173,-42
Nigeria,1947,0.046,1.561,1.142,0.739,0.635,0.591,10,8
North Korea,1947,0.073,5.482,9.743,22.808,0.381,0.493,127,40
North Macedonia,1947,0.051,1.51,2.114,6.831,0.012,0.421,21.7,41.6
Norway,1947,0.233,7.482,0.159,0.947,2.913,0.35,8,61
Oceania,1947,0.552,42.913,0.721,3.206,0.004,1.608,133.775,-25.274
Peru,1947,0.127,0.572,1.619,0.424,5.21,5.157,-76,-10
Philippines,1947,0.065,0.132,0.938,8.861,5.428,5.295,122,13
Poland,1947,0.752,89.468,3.364,0.205,1.121,5.447,20,52
Portugal,1947,0.211,3.594,2.355,16.982,1.737,2.418,-9.183,38.7
Romania,1947,0.207,2.352,1.273,2.099,11.688,1.5,25,46
Russia,1947,1.471,247.753,9.187,5.191,53.903,20.547,90,60
Serbia,1947,0.197,6.041,0.086,0.008,0.018,7.758,21,44
Slovakia,1947,0.259,15.504,0.028,0.011,0.043,1.913,19.5,48.667
Slovenia,1947,0.117,1.628,0.018,0.003,0.026,0.588,14.817,46.117
South Africa,1947,0.618,55.216,0.094,3.117,4.696,1.085,25,-30
South Korea,1947,0.007,0.89,0.072,4.558,3.956,1.693,128,36
Spain,1947,1.079,24.384,0.124,0.41,5.298,2.696,-4,40
Sweden,1947,0.767,14.821,0.179,0.092,9.504,0.923,16,63
Switzerland,1947,0.472,6.745,0.404,0.303,2.228,0.398,8.333,46.833
Taiwan,1947,0.094,3.47,1.414,0.044,0.011,0.582,121,24
Tajikistan,1947,0.011,0.956,0.304,0.023,0.425,0.94,71,39
Trinidad and Tobago,1947,0.059,0.944,1.777,0.78,11.223,2.207,-61.1,10.6
Tunisia,1947,0.058,0.07,0.715,3.676,1.106,2.493,9,34
Turkey,1947,0.174,7.299,0.253,4.918,0.004,2.851,35,39
Turkmenistan,1947,0.091,1.326,0.265,0.596,3.752,7.005,60,40
Ukraine,1947,0.368,82.482,3.374,0.994,9.153,8.108,32,49
United Kingdom,1947,3.496,451.921,0.597,0.008,5.851,3.289,-3,55
United States,1947,16.385,1449.231,40.855,224.086,791.342,14.109,-100,40
Uzbekistan,1947,0.31,9.632,12.126,1.007,4.534,27.588,63,42
Venezuela,1947,0.073,0.007,27.185,2.242,18.174,27.588,-65,7
Vietnam,1947,0.018,0.692,15.449,13.6,3.122,27.588,108,16
Zimbabwe,1947,0.036,4.001,0.572,1.249,0.496,27.588,30,-20
Argentina,1948,0.618,5.815,3.638,0.766,10.193,1.379,-58.382,-34.604
Armenia,1948,0.029,0.733,0.642,0.123,1.815,1.379,45.038,40.069
Australia,1948,0.509,37.911,0.38,0.437,9.557,1.379,151.21,-33.865
Austria,1948,0.356,20.668,8.024,0.425,3.038,2.395,14.55,47.516
Azerbaijan,1948,0.093,0.423,0.19,0.789,6.429,1.403,48.5,41.4
Belarus,1948,0.125,5.362,0.335,0.322,11.102,3.433,27.953,53.71
Belgium,1948,1.646,76.589,0.047,1.476,6.822,1.901,4.47,50.504
Bosnia and Herzegovina,1948,0.013,2.408,0.049,0.001,0.006,1.589,18.294,44.409
Brazil,1948,0.549,7.233,0.007,0.007,0.059,1.429,-46.625,-23.534
Bulgaria,1948,0.16,6.06,0.437,1.675,0.606,1.175,25.486,42.734
Canada,1948,1.108,118.104,1.262,3.074,36.219,2.877,-123.116,49.246
Chile,1948,0.265,5.943,0.371,0.975,0.041,1.597,-70.674,-33.447
China,1948,0.083,23.53,0.541,0.483,0.224,1.345,104.195,35.862
Croatia,1948,0.789,1.62,0.038,0.023,0.171,0.303,15.967,45.815
Czechia,1948,0.538,52.858,0.425,0.018,0.101,1.507,14.419,50.074
Denmark,1948,0.382,16.69,0.052,0.019,4.853,0.944,12.568,55.676
Egypt,1948,0.378,0.58,1.322,0.42,5.771,0.268,30.802,26.821
Estonia,1948,0.031,4.481,0.45,0.011,0.356,0.159,24.754,59.437
Finland,1948,0.276,6.606,0.099,0.601,1.576,1.014,24.946,60.192
France,1948,2.66,172.619,3.652,0.612,20.61,2.974,2.349,48.865
Georgia,1948,0.026,1.949,0.331,0.114,2.028,8.159,44.783,41.717
Germany,1948,3.216,364.81,0.82,0.103,9.688,10.211,13.405,52.52
Greece,1948,0.138,0.727,0.511,1.189,0.486,3.026,21.824,39.074
Hungary,1948,0.149,14.161,0.313,0.583,1.488,1.309,19.04,47.498
Indonesia,1948,0.018,1.433,2.954,0.707,13.337,0.194,106.774,-6.121
Iran,1948,0.033,0.399,11.557,12.473,77.519,0.32,53.688,32.428
Ireland,1948,0.196,8.248,18.676,13.074,9.329,0.541,-8.244,53.413
Italy,1948,1.555,26.323,3.109,0.198,7.452,3.892,12.496,41.903
Japan,1948,0.919,86.584,0.392,0.092,0.487,9.533,138.253,36.205
Kazakhstan,1948,0.12,31.121,0.944,0.095,2.671,4.33,66.924,48.02
Kyrgyzstan,1948,0.027,2.585,0.624,0.018,0.503,1.714,74.766,41.204
Latvia,1948,0.018,1.346,0.107,0.052,1.078,0.765,25,57
Lithuania,1948,0.084,1.85,1.931,0.124,2.595,0.434,23.904,54.899
Malaysia,1948,0.025,1.011,0.196,0.114,0.179,0.034,112.5,2.5
Mexico,1948,0.534,2.001,2.71,2.29,25.684,0.206,-102,23
